transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
batavia-stad-bus-lelystad,batavia-stad-fashion-outlet,bus,Local bus from Lelystad,Check official 9292 timetable,Check official operator fare,"Official Dutch public-transport planners list local bus options between Lelystad Centrum and the Batavia Stad area; verify the exact stop, route, timetable, and fare before travel.",active,3
batavia-stad-airport,batavia-stad-fashion-outlet,airport,Amsterdam Schiphol Airport,Check official rail/bus or road route,Check official fare,"From Schiphol, use official NS/9292 planning via Lelystad Centrum or continue by car/confirmed transfer. No dedicated official airport shuttle was verified.",active,4
maasmechelen-car,maasmechelen-village,car,Car / Free Parking,About 1 hr from Brussels; travel times vary by origin and traffic,Free parking; fuel/tolls vary,"Official Village directions list complimentary parking, EV charging points, and 1,550 parking spaces; use the official directions link or navigation to Zetellaan 100 before travelling.",active,1
maasmechelen-train-bus,maasmechelen-village,train,Train to Genk + De Lijn Bus 45,Check current NMBS/SNCB and De Lijn schedules,Check current NMBS/SNCB fares; official Village directions list a €6 De Lijn day pass,"Official directions list train access via Genk station, then De Lijn bus 45 to Maasmechelen Village; check NMBS/SNCB and De Lijn before travelling.",active,2
maasmechelen-bus,maasmechelen-village,bus,De Lijn Bus 45 from Genk or Hasselt,60 min,€6 day pass,Official Village directions state hourly De Lijn bus 45 runs from Genk or Hasselt train stations to Maasmechelen Village.,active,3
maasmechelen-shopping-express,maasmechelen-village,shuttle,Shopping Express® Brussels,Check official Shopping Express® timetable,Check official timetable,Official Village directions list a luxury Shopping Express® bus between Brussels and Maasmechelen Village on certain dates; book and confirm return time with the operator.,active,4
maasmechelen-airport,maasmechelen-village,airport,Airport Access,≈1 hr from Brussels Airport; ≈25 min from Maastricht Aachen Airport; ≈90 min from Düsseldorf Airport,Confirm with provider,"Official Village directions list Brussels Airport, Maastricht Aachen Airport, and Düsseldorf Airport driving access; confirm taxi, rental car, or transfer pricing before departure.",active,5
designer-outlet-luxembourg-car-parking,designer-outlet-luxembourg,car,Car via E411 / N81 + free parking,≈30 min from Luxembourg City; ≈15 min from Arlon (estimated),Free parking; fuel and tolls vary,"Official directions list access from Belgium, France, Luxembourg and Germany via E411/A6/E25 and N81, plus free car and bus parking at the centre.",active,1
designer-outlet-luxembourg-bus,designer-outlet-luxembourg,bus,TEC bus 16 or 20 to Messancy Outlet,≈15–25 min from Arlon station (estimated),Check TEC fare,Official directions list TEC bus 16 from Arlon/Virton/Athus and TEC bus 20 from Châtillon/Rachecourt/Arlon to the Messancy Outlet stop in front of the centre.,active,2
designer-outlet-luxembourg-train-bus,designer-outlet-luxembourg,train,Train to Arlon + TEC bus,≈45–70 min from Luxembourg City via Arlon (estimated),Check SNCB/CFL and TEC fares,"Official directions advise travellers from France or Luxembourg to take the train to Arlon station, then TEC bus 16 or 20 to Messancy Outlet.",active,3
designer-outlet-luxembourg-airport,designer-outlet-luxembourg,airport,Luxembourg Airport by car or train/bus connection,≈30–45 min from Luxembourg Airport by car (estimated),"Confirm taxi, rental car or public transport fares","Use official Luxembourg Airport ground transport to Luxembourg City, then rail to Arlon plus TEC bus, or drive via the A6/E25 and N81 route listed by the outlet.",active,4
parndorf-car,designer-outlet-parndorf,car,By Car / Free Parking,40 min from Vienna / 25 min from Bratislava / about 2 hr from Budapest,Free parking,"Use Designer Outlet Straße 1, 7111 Parndorf. The official centre offers free parking zones in and around the centre and EV charging near car park P1 and opposite adidas.",active,1
parndorf-train,designer-outlet-parndorf,train,By Train via Parndorf Ort,6 min station-bus ride from Parndorf Ort to the centre; check train timetable,Check official train timetable,"Travel by train to Parndorf Ort, then take the official train-station bus from Parndorf Ort station to the centre.",active,2
parndorf-vienna-shuttle,designer-outlet-parndorf,shuttle,Shuttle Bus from Vienna,Monday-Saturday; multiple Vienna departures and returns,Check official Vienna Sightseeing / BLAGUSS booking fare,"Designer Outlet Parndorf lists shuttle buses from Vienna, and official booking partners list service from the Vienna State Opera/Opernring area to the outlet; book ahead and confirm the selected return.",active,3
parndorf-bratislava-shuttle,designer-outlet-parndorf,shuttle,Shuttle Bus from Bratislava,Check official shuttle availability,Check official shuttle availability,"Designer Outlet Parndorf lists Bratislava shuttle access, but current public booking details can vary; verify the official outlet access page or booking partner before relying on this service.",active,4
parndorf-budapest-shuttle,designer-outlet-parndorf,shuttle,Shuttle Bus from Budapest,Check official shuttle availability,Check official shuttle availability,Designer Outlet Parndorf lists Budapest shuttle access and FlixBus also serves Parndorf Designer Outlet from Hungary; verify the current official outlet or operator booking page before travelling.,active,5
parndorf-flixbus-budapest,designer-outlet-parndorf,bus,FlixBus from Budapest,Check official FlixBus schedule,Check official FlixBus fare,The official centre lists FlixBus from Budapest. Book only a service with a suitable Designer Outlet Parndorf or Parndorf stop and verify return times.,active,6
parndorf-taxi,designer-outlet-parndorf,taxi,By Taxi,Confirm with provider,Confirm with provider,The official centre lists Taxi Parndorf service and recommends booking transport in advance.,active,7
parndorf-airports,designer-outlet-parndorf,airport,Nearby Airports,About 40 km from Vienna Airport / about 45 km from Bratislava Airport,Confirm onward transport with provider,"Use Vienna International Airport or Bratislava Airport, then continue by rental car, taxi, transfer, or public transport according to the latest official schedules.",active,8
salzburg-car-parking,designer-outlet-salzburg,car,By Car / Outlet Parking,About 10 min drive from Salzburg city,Check official parking information,"Use Kasernenstraße 1, Wals-Himmelreich. The official centre says it is a short drive from Salzburg and accessible by public transport; Salzburg's official P+R page lists the Designer Outlet car park for city access, so check current parking terms before travel.",active,1
salzburg-bus-2-10-27,designer-outlet-salzburg,bus,Salzburg trolleybus / bus,Check Salzburg Verkehr timetable,Check official Salzburg Verkehr fare,"Official Salzburg P+R information lists Obus lines 2 and 10, plus line 27, serving the Designer Outlet/Himmelreich area. Check the official timetable and fare before travel.",active,2
salzburg-airport,designer-outlet-salzburg,airport,Salzburg Airport nearby,About 1 km from Salzburg Airport,Check onward transport fare,"The outlet is next to Salzburg Airport; use official airport ground transport, taxi, local bus, or car directions and confirm current fares before travel.",active,3
freeport-lisboa-car-parking,freeport-lisboa-fashion-outlet,car,By Car / Free Parking,≈30 min from central Lisbon (estimated),Free parking; fuel/tolls vary,"Use Av. Euro 2004, 2890-154 Alcochete. The official centre address is in Alcochete, and road access from Lisbon is typically via the Vasco da Gama Bridge; check traffic before travelling.",active,1
freeport-lisboa-shuttle,freeport-lisboa-fashion-outlet,bus,Official Freeport Outlet Shuttle from Lisbon,≈30 min from Lisbon (estimated),€14 return; free for children under 12,"The official Freeport Outlet Shuttle runs daily between Lisbon and Freeport Lisboa Fashion Outlet. Tickets are sold at the official Cityrama kiosk in Marquês de Pombal and on board, and include a return ticket plus VIP Day Pass.",active,2
freeport-lisboa-bus,freeport-lisboa-fashion-outlet,bus,Carris Metropolitana Bus to Freeport,Times vary by line; plan with Carris Metropolitana,Check official Carris Metropolitana fare,"The official centre says Carris Metropolitana serves Freeport with lines 4501, 4504, 4600 and reinforced line 4702 timetables. Plan the trip on Carris Metropolitana before travelling.",active,3
freeport-lisboa-airport,freeport-lisboa-fashion-outlet,airport,Lisbon Airport Access,≈25-35 min by car/taxi from Lisbon Airport (estimated),Taxi/ride-hail ≈€30-50 (estimated); public transport fare varies,"Lisbon Airport is the practical airport for Alcochete. Continue by rental car, taxi, ride-hail, private transfer, or public transport via Lisbon according to current airport and operator information.",active,4
freeport-lisboa-major-city,freeport-lisboa-fashion-outlet,bus,Nearby Major City Access from Lisbon,≈30 min by road from Lisbon; bus times vary,Official shuttle €14 return; public bus fare check provider,"For central Lisbon, compare the official Freeport Outlet Shuttle with Carris Metropolitana services and road travel before departure.",active,5
vila-do-conde-car-parking,vila-do-conde-porto-fashion-outlet,car,By Car / Free Parking,20 min from central Porto; 10 min from Porto Airport,Free parking,"Use Avenida Fonte Cova, 4485-592 Modivas. VIA Outlets lists direct A-28 highway access, strong motorway connections, and free parking.",active,1
vila-do-conde-metro,vila-do-conde-porto-fashion-outlet,train,Metro do Porto to VC Fashion Outlet / Modivas,30 min from Porto by direct metro line,Check official Metro do Porto / Andante fare,VIA Outlets states the centre has a direct metro line to Porto in 30 minutes and direct access from the metro line. Use Metro do Porto to VC Fashion Outlet / Modivas and check current Andante fares.,active,2
vila-do-conde-shuttle,vila-do-conde-porto-fashion-outlet,bus,Shuttle availability via centre,Check official shuttle availability,Check official shuttle availability,"VIA Outlets' portfolio notes that shuttle service is available, but the public visitor page emphasizes metro, road access and parking; confirm current shuttle details directly with Vila do Conde Porto Fashion Outlet before relying on it.",active,3
vila-do-conde-airport,vila-do-conde-porto-fashion-outlet,airport,Porto Airport Access,10 min from Porto International Airport by road,Taxi/ride-hail ≈€12-25 (estimated); metro fare check operator,"VIA Outlets lists the centre 10 minutes from Porto International Airport. Continue by rental car, taxi, ride-hail, transfer, or Metro do Porto according to current airport and metro information.",active,4
vila-do-conde-major-city,vila-do-conde-porto-fashion-outlet,train,Nearby Major City Access from Porto,20 min by car / 30 min by metro from Porto,Metro fare check official operator; road costs vary,"For Porto city trips, compare the direct Metro do Porto service with road travel via the A-28. The centre is also listed as 15 minutes from Porto Cruise Terminal by VIA Outlets.",active,5
fashion-house-bucharest-car-parking,fashion-house-outlet-centre-bucharest,car,Car via A1 / West Park Militari,≈25-40 min from central Bucharest (estimated),Free parking,"The outlet record is for Fashion House Militari at the A1 Bucharest-Pitești motorway, km 13.5, West Park. Fashion House official information highlights on-site parking; allow extra time for A1 and Bucharest ring-road traffic.",active,1
fashion-house-bucharest-bus-137,fashion-house-outlet-centre-bucharest,bus,STB bus to West Park / Militari,≈40-90 min from Bucharest depending on start point (estimated),Check official STB fare,"Use official STB/TPBI journey planning for routes serving West Park or nearby Militari stops, then walk to the outlet. Public transport times vary strongly by origin and traffic, so verify the current route before travel.",active,2
fashion-house-bucharest-metro-bus,fashion-house-outlet-centre-bucharest,train,Metro toward Militari + local bus or taxi,≈45-70 min from central Bucharest (estimated),Check Metrorex and STB fares,"A practical public-transport option is Metrorex Line M3 toward the west side of Bucharest, then an official STB/TPBI bus or taxi for the final leg to West Park Militari; confirm connections on the day of travel.",active,3
fashion-house-bucharest-airport,fashion-house-outlet-centre-bucharest,airport,Bucharest Henri Coandă Airport access,≈35-60 min by car or taxi (estimated),"Confirm with official taxi, ride-hail or rental-car provider","From Bucharest Henri Coandă Airport, the simplest route is by car, official airport taxi, ride-hail or rental car via the northern ring-road/A1 approaches; no official dedicated outlet airport shuttle is published.",active,4
fashion-house-pallady-car-a2-cernica,fashion-house-outlet-centre-pallady,car,Car via Autostrada Soarelui A2 / Cernica exit,"Official source verifies the location on A2, km 15; check current map directions before departure",Not specified by official source,"Fashion House identifies Pallady at the entrance to A2, km 15, Cernica, Ilfov, and describes it as opened on Autostrada Soarelui A2, km 15 at the Cernica exit. Use current official map navigation for the final approach.",active,1
ringsted-outlet-car-parking,ringsted-outlet,car,By Car / Free Parking,Minutes from E20 exit 36; ≈40-45 min from Copenhagen (estimated),Free parking,"Use Klosterparks Allé 1, DK-4100 Ringsted. The official outlet directions say to take E20 exit 36 Ringsted N and list more than 850 free parking spaces with no time limit in front of the outlet village.",active,1
ringsted-outlet-train,ringsted-outlet,train,Train to Ringsted Station,Around 35 min from Copenhagen Central Station,Check official DSB/Rejseplanen fare,"Official directions state regional and InterCity trains stop at Ringsted Station about 4-6 times every hour, with around 35 minutes journey time from Copenhagen Central Station. Continue by local bus or walking route.",active,2
ringsted-outlet-bus,ringsted-outlet,bus,Local Bus from Ringsted Station,Short bus ride from Ringsted Station,Check official Rejseplanen / local bus fare,"Official directions list regular departures from Ringsted Station on bus routes 401A, 240, 540, 405, 408, 404 and 415. Check the linked official timetables or Rejseplanen before travelling.",active,3
ringsted-outlet-airport,ringsted-outlet,airport,Copenhagen Airport Access,≈45-55 min by car / ≈50-65 min by train via Copenhagen or direct services when available (estimated),Rail fare check official DSB/Rejseplanen; taxi/transfer fare confirm with provider,"Copenhagen Airport is the main airport for Ringsted. Use DSB/Rejseplanen for rail connections to Ringsted Station or continue by rental car, taxi, or transfer via the E20.",active,4
ringsted-outlet-major-city,ringsted-outlet,train,Nearby Major City Access from Copenhagen,Around 35 min by train from Copenhagen Central; ≈40-45 min by car (estimated),Check official DSB/Rejseplanen fare; road costs vary,"For Copenhagen trips, official outlet directions recommend train access to Ringsted Station plus a short bus ride, while road access is via the E20 motorway.",active,5
factory-ursus-car-parking,factory-ursus,car,By Car / Parking,≈20-30 min from central Warsaw (estimated),Parking check centre signage; fuel/ride-hail costs vary,"Use Plac Czerwca 1976 r. 6, 02-495 Warszawa. The official Factory Ursus access page lists car routing via Google Maps and the centre parking page; check live traffic for the S8, Aleje Jerozolimskie and local Ursus streets before travelling.",active,1
factory-ursus-train,factory-ursus,train,Train / SKM to Warszawa Ursus Północny,≈20-30 min from Warszawa Śródmieście or Central area plus ≈10 min walk (estimated),Check official ZTM/Koleje Mazowieckie fare,"Use official Warsaw public transport and rail planners for services to Warszawa Ursus Północny or nearby Ursus stations, then walk to Factory Ursus. The official outlet page points visitors to public-transport directions for the Plac Czerwca 1976 r. address.",active,2
factory-ursus-bus,factory-ursus,bus,Warsaw Public Bus to Ursus,≈30-45 min from central Warsaw depending on route and traffic (estimated),Check official ZTM fare,Plan with the official ZTM Warszawa journey planner for buses serving the Ursus-Ratusz / Plac Czerwca 1976 r. area. The outlet access page links to public-transport directions; verify the current stop and line before departure.,active,3
factory-ursus-airport,factory-ursus,airport,Warsaw Chopin Airport Access,≈15-25 min by car/taxi from Warsaw Chopin Airport; ≈35-55 min by public transport (estimated),Taxi/ride-hail ≈PLN 35-70 (estimated); public transport fare check ZTM,"Warsaw Chopin Airport is the closest major airport. Continue by taxi, ride-hail, rental car, or ZTM rail/bus connections via Warsaw; check official airport and ZTM planners for live options.",active,4
factory-ursus-major-city,factory-ursus,train,Nearby Major City Access from Warsaw Centre,≈20-30 min by train or ≈20-30 min by car from central Warsaw (estimated),Check official ZTM/Koleje Mazowieckie fare; road costs vary,"From central Warsaw, compare ZTM/Koleje Mazowieckie rail to Ursus with road travel to the official Factory Ursus address. Public transport is usually the more predictable option during peak road traffic.",active,5
factory-annopol-car-parking,factory-annopol,car,By Car / Parking,≈20-35 min from central Warsaw (estimated),Parking check centre signage; fuel/ride-hail costs vary,"Use Annopol 2, 03-236 Warszawa. The official Factory Annopol access page lists car routing via Google Maps and the centre parking page; check live traffic for S8/Trasa Toruńska and local Białołęka access before travelling.",active,1
factory-annopol-tram-metro,factory-annopol,train,Metro + Tram to Annopol / Toruńska,≈30-45 min from central Warsaw (estimated),Check official ZTM fare,Use official ZTM Warszawa planning for Metro M2 toward Bródno and tram connections serving Annopol or Toruńska stops. The official outlet access page links visitors to public-transport directions for the Annopol address.,active,2
factory-annopol-bus,factory-annopol,bus,Warsaw Public Bus to Annopol,≈30-50 min from central Warsaw depending on route and traffic (estimated),Check official ZTM fare,"Plan buses to the Annopol / Toruńska / Inowłodzka area with the official ZTM Warszawa journey planner. Verify current lines and stop changes before travel, especially during roadworks around Annopol.",active,3
factory-annopol-airport,factory-annopol,airport,Warsaw Chopin Airport Access,≈30-45 min by car/taxi from Warsaw Chopin Airport; ≈50-75 min by public transport (estimated),Taxi/ride-hail ≈PLN 70-120 (estimated); public transport fare check ZTM,"Warsaw Chopin Airport is the practical airport for Factory Annopol. Use official airport ground-transport information and ZTM planners for connections via central Warsaw, metro, tram or bus.",active,4
factory-annopol-major-city,factory-annopol,bus,Nearby Major City Access from Warsaw Centre,≈30-45 min by public transport or ≈20-35 min by car from central Warsaw (estimated),Check official ZTM fare; road costs vary,"From central Warsaw, compare Metro M2 plus tram/bus via ZTM with road travel to the official Factory Annopol address. Public transport can be preferable when S8 or Trasa Toruńska traffic is heavy.",active,5
wroclaw-fashion-outlet-car-parking,wroclaw-fashion-outlet,car,By Car / Parking,About 15 min west of Wrocław centre,Check official parking terms,Official Wrocław Fashion Outlet FAQ includes parking information and public-transport access; VIA Outlets describes the centre as west of the city and near the airport. Check current parking terms before travel.,active,1
wroclaw-fashion-outlet-tram,wroclaw-fashion-outlet,bus,Wrocław public transport,Check official MPK/Wrocław timetable,Check official fare,"Official centre FAQ lists public-transport access, and VIA Outlets notes a direct tram line from the city. Use official MPK/Wrocław journey planning and check the timetable/fare before travel.",active,2
wroclaw-fashion-outlet-airport,wroclaw-fashion-outlet,airport,Wrocław Airport nearby,About 5 min from Wrocław Airport,Check onward transport fare,"VIA Outlets describes Wrocław Fashion Outlet as about five minutes from Wrocław Airport. Continue by official public transport, car, or taxi/confirmed transfer and check current fares before travel.",active,3
designer-outlet-gdansk-car-parking,designer-outlet-gdansk,car,Car / Free Parking,Check live traffic,Free parking,"Official Designer Outlet Gdańsk directions list access from Gdańsk Główny via Kartuska or Armii Krajowej to Jabłoniowa, or from the S6 bypass via Szadółki/Otomin, with more than 1,000 free parking spaces.",active,1
designer-outlet-gdansk-bus,designer-outlet-gdansk,bus,Gdańsk Public Transport,Check official ZTM Gdańsk planner,Check official ZTM Gdańsk fare,"Use official ZTM Gdańsk journey planning for bus connections to the Przywidzka / Szadółki area, then confirm the current stop and walking route to Designer Outlet Gdańsk.",active,2
designer-outlet-sosnowiec-car,designer-outlet-sosnowiec,car,Car to Designer Outlet Sosnowiec,Check live traffic,Check centre parking terms,"Official Designer Outlet Sosnowiec directions provide the centre GPS coordinates 50.2283076, 19.1770165 for car access; check live traffic before travelling.",active,1
designer-outlet-sosnowiec-bus,designer-outlet-sosnowiec,bus,Bus from Sosnowiec or Katowice,Check official operator timetable,Check official fare,"Official Designer Outlet Sosnowiec directions list buses S and 26 from central Sosnowiec and buses A, E and J from central Katowice, alighting at Sosnowiec Jęzor Centrum Handlowe.",active,2
designer-outlet-sosnowiec-train,designer-outlet-sosnowiec,train,Train to Sosnowiec Jęzor Południowy,Check official rail timetable,Check official rail fare,"Official Designer Outlet Sosnowiec directions list train access from Katowice, Sosnowiec and Jaworzno to Sosnowiec Jęzor Południowy station; verify current rail times before travelling.",active,3
designer-outlet-warszawa-car,designer-outlet-warszawa,car,Car via Puławska and Energetyczna,Check live traffic,Road costs vary; check centre parking terms,"Official Designer Outlet Warszawa directions advise driving from Warsaw along Puławska toward Piaseczno, then turning left into Energetyczna near the Amic Energy petrol station, where the centre is visible on the right.",active,1
designer-outlet-warszawa-bus,designer-outlet-warszawa,bus,ZTM Bus 709 or 727 to Energetyczna,Check official ZTM timetable,Check official ZTM fare,Official Designer Outlet Warszawa directions list bus lines 709 and 727 and instruct visitors to alight at Energetyczna; verify current ZTM Warszawa times before travelling.,active,2
hede-fashion-outlet-car-parking,hede-fashion-outlet,car,By Car / Parking,30 min from Gothenburg city; 45 min from Gothenburg Landvetter Airport,Parking check centre signage; road costs vary,"Use Kungsparksvägen 80, 434 39 Kungsbacka. VIA Outlets lists Hede Fashion Outlet 30 minutes from Gothenburg city and 45 minutes from Gothenburg Landvetter Airport; the official centre page provides Parking & Route with Google Maps routing.",active,1
hede-fashion-outlet-train,hede-fashion-outlet,train,Västtrafik Train to Hede Station,≈20-25 min from Göteborg Central to Hede Station plus ≈8-10 min walk (estimated),Check official Västtrafik fare,"Use Västtrafik trains between Göteborg Central and Hede Station, then walk to Kungsparksvägen 80. Confirm current train frequency, accessibility and fares in the official Västtrafik planner before travelling.",active,2
hede-fashion-outlet-bus,hede-fashion-outlet,bus,Västtrafik Local Bus to Kungsbacka/Hede,Check official timetable,Check official Västtrafik fare,Use the official Västtrafik planner for buses serving the Kungsbacka Hedebrovägen / Hede area near the outlet. Bus routing can be useful from Kungsbacka and nearby suburbs when train times are inconvenient.,active,3
hede-fashion-outlet-shuttle,hede-fashion-outlet,shuttle,Official Free Shuttle Bus from Gothenburg,"≈30 min from Heden, Bohusgatan to Hede Fashion Outlet (estimated)",Free of charge when operating,"The official Hede Fashion Outlet shuttle page says the free shopping bus runs during selected summer weeks from Heden, Bohusgatan in central Gothenburg to the small entrance at the outlet. Seats are first come, and times may vary with traffic, so check the official shuttle page before relying on it.",active,4
hede-fashion-outlet-airport,hede-fashion-outlet,airport,Gothenburg Landvetter Airport Access,45 min by road from Gothenburg Landvetter Airport,Taxi/transfer fare check provider; public transport fare check operators,"VIA Outlets lists Hede Fashion Outlet 45 minutes from Gothenburg Landvetter Airport. Continue by rental car, taxi, private transfer, or airport coach plus Västtrafik connections via Gothenburg or Kungsbacka.",active,5
hede-fashion-outlet-major-city,hede-fashion-outlet,train,Nearby Major City Access from Gothenburg,30 min from Gothenburg city; 30 min from Gothenburg Central Station,Check official Västtrafik fare; road costs vary,VIA Outlets lists the centre 30 minutes from Gothenburg city and 30 minutes from Gothenburg Central Station. Compare Västtrafik rail to Hede Station with road travel and the official seasonal shuttle when operating.,active,6
norwegian-outlet-car-parking,norwegian-outlet,car,By Car / Free Parking,25 min from Oslo,Free parking,"Use Vestbyveien 155, 1543 Vestby. The official Oslo Fashion Outlet route page says the centre is 25 minutes from Oslo and offers 1,000 free parking spaces plus 37 electric-vehicle charging stations.",active,1
norwegian-outlet-train,norwegian-outlet,train,Train to Vestby Station,≈25-35 min by train from Oslo S plus local onward transfer (estimated),Check official Vy/Ruter fare,"Use official Vy or Ruter journey planners for trains from Oslo S to Vestby station, then continue by local bus, taxi or walking route to Oslo Fashion Outlet.",active,2
norwegian-outlet-bus,norwegian-outlet,bus,Local Bus to Vestby / Outlet Area,Check official Ruter timetable,Check official Ruter fare,Plan local bus access through the official Ruter planner for stops around Vestbyveien and Vestby station; routes and stop patterns can change by day and season.,active,3
norwegian-outlet-oslo-shuttle,norwegian-outlet,shuttle,Official Saturday Shuttle from Oslo,25 min from Oslo (road time; traffic may vary),Check official shuttle details,"The official outlet route page states that a Saturday shuttle bus runs direct from Oslo to Vestby with several departures. Confirm current pickup point, times, booking rules and fare before travelling.",active,4
norwegian-outlet-airport,norwegian-outlet,airport,Oslo Airport Access,≈60-75 min by car from Oslo Airport (estimated),Rail/bus fare check official operators; taxi/transfer confirm with provider,"From Oslo Airport, use the official airport train or Vy/Ruter services into Oslo for onward train/bus connections to Vestby, or continue by rental car or transfer via the E6.",active,5
norwegian-outlet-oslo-city,norwegian-outlet,train,Nearby Major City Access from Oslo,25 min by car from Oslo; ≈35-50 min by public transport plus onward transfer (estimated),Check official Vy/Ruter fare; road costs vary,"For Oslo trips, compare direct road travel with Vy/Ruter rail to Vestby and onward local transport; the official outlet page positions the centre as a short trip from Oslo.",active,6
ideapark-lempaala-outlet-car-parking,ideapark-lempaala-outlet,car,By Car via Highway 3 / E12,≈20 min from Tampere city centre; ≈20-25 min from Tampere-Pirkkala Airport (estimated),Road costs vary; customer parking is free,"Use Ideaparkinkatu 4, 37570 Lempäälä. Ideapark is beside the Tampere-Helsinki motorway corridor with large signed customer parking areas.",active,1
ideapark-lempaala-outlet-bus,ideapark-lempaala-outlet,bus,Regional Bus from Tampere,Check official Nysse timetable,Check official Nysse fare,Use the official Tampere regional public transport planner for current bus connections to Ideapark Lempäälä and return services.,active,2
ideapark-lempaala-outlet-train-bus,ideapark-lempaala-outlet,train,Train to Tampere or Lempäälä + Bus/Taxi,Timing varies by VR and local transfer,"Check official VR, Nysse and taxi fares","Arrive by VR train at Tampere or Lempäälä, then continue with the official local bus planner or taxi to Ideaparkinkatu 4.",active,3
ideapark-lempaala-outlet-airport,ideapark-lempaala-outlet,airport,Tampere-Pirkkala Airport Access,≈20-25 min by car (estimated),Taxi/transfer confirm with provider; public transport fare check official operators,"From Tampere-Pirkkala Airport, use taxi, rental car or official local transport connections via Tampere/Lempäälä to reach Ideapark.",active,4
fashion-arena-prague-car-parking,fashion-arena-prague-outlet,car,By Car / Free Parking,≈20-30 min from central Prague (estimated),Free parking,"Use Zamenhofova 440, Praha-Štěrboholy, 108 00. The official practical information page lists free parking and e-car charging; road access is via the Štěrboholy / Prague ring-road area.",active,1
fashion-arena-prague-shuttle-238,fashion-arena-prague-outlet,shuttle,Official Shuttle Bus 238 from Metro A Depo Hostivař,≈10-15 min from Depo Hostivař to Fashion Arena Štěrboholy (estimated),Check official shuttle/timetable details,"The official shuttle page states bus 238 departs from the final metro A station Depo Hostivař via Malešická továrna, Na Homoli and Průmyslová to Fashion Arena Štěrboholy. Check the official shuttle timetable before travelling.",active,2
fashion-arena-prague-metro-bus,fashion-arena-prague-outlet,bus,Prague Public Transport via Metro A + Bus 238,≈30-45 min from central Prague (estimated),Check official PID/DPP fare,"Use Prague metro line A to Depo Hostivař, then continue on bus 238 to Fashion Arena Štěrboholy. Confirm current PID/DPP ticket validity, accessibility and live departures before travelling.",active,3
fashion-arena-prague-train,fashion-arena-prague-outlet,train,Rail to Prague + Metro/Bus Connection,Check official České dráhy / PID timetable,Check official rail and PID fares,"Arrive at Prague main railway station or another Prague rail gateway, transfer to the metro network, then use line A toward Depo Hostivař and bus 238 to Fashion Arena Štěrboholy.",active,4
fashion-arena-prague-airport,fashion-arena-prague-outlet,airport,Václav Havel Airport Prague Access,≈35-50 min by car / ≈60-80 min by public transport (estimated),PID fare check official tariff; taxi/transfer confirm with provider,"From Václav Havel Airport Prague, use official airport/PID connections into the metro network and continue to Depo Hostivař for bus 238, or use taxi, transfer or rental car across Prague.",active,5
fashion-arena-prague-city-centre,fashion-arena-prague-outlet,bus,Nearby Major City Access from Prague Centre,≈20-30 min by car / ≈30-45 min by metro and shuttle bus (estimated),Check official PID/DPP fare; road costs vary,"For central Prague trips, the official centre highlights transport from downtown and the shuttle from metro A. Compare road travel with PID/DPP metro plus bus 238 before departure.",active,6
premier-outlet-budapest-car-parking,premier-outlet-budapest,car,By Car / Parking,≈20-30 min from central Budapest (estimated),Parking available; road costs vary,"Use Premier Outlet Budapest, Biatorbágy. The official directions page highlights direct access from Budapest and on-site arrival by road; allow extra time during M1/M7 peak traffic.",active,1
premier-outlet-budapest-volanbusz-760-762-767,premier-outlet-budapest,bus,Direct Bus from Budapest-Kelenföld,"20 min from Budapest-Kelenföld to Biatorbágy, Premier Outlet (official)",Check official Volánbusz/MÁV timetable and tariff,"The official outlet directions list buses 760, 762 and 767 from Budapest-Kelenföld station directly to the Biatorbágy, Premier Outlet stop. Reach Kelenföld by metro M4, tram 19/49/1 or connecting buses.",active,2
premier-outlet-budapest-cityrama-vip-shuttle,premier-outlet-budapest,shuttle,Official VIP Shuttle from Central Budapest,Check official Cityrama booking details,Small fee; check official Cityrama booking details,"Premier Outlet Budapest lists an official Cityrama VIP Shuttle from the heart of Budapest for a half-day shopping experience. Register in advance and verify pickup point, fee and return time.",active,3
premier-outlet-budapest-rail-kelenfold-connection,premier-outlet-budapest,train,Rail to Budapest-Kelenföld + Direct Bus,Check official MÁV timetable; then 20 min by direct outlet bus (official bus duration),Check official MÁV and Volánbusz fares,"Arrive at Budapest-Kelenföld by national or suburban rail, then transfer to official bus 760, 762 or 767 for the direct ride to Biatorbágy, Premier Outlet.",active,4
premier-outlet-budapest-airport,premier-outlet-budapest,airport,Budapest Airport Access,≈35-50 min by car / ≈60-80 min by public transport via Budapest-Kelenföld (estimated),Airport taxi/transfer fares vary; public transport check official tariff,"From Budapest Ferenc Liszt International Airport, continue by rental car, taxi or transfer, or use official airport-city transport into Budapest and connect to Kelenföld for buses 760, 762 or 767.",active,5
premier-outlet-budapest-major-city-access,premier-outlet-budapest,bus,Nearby Major City Access from Budapest,20 min by direct bus from Kelenföld (official) / ≈20-30 min by car from central Budapest (estimated),Check official Volánbusz/MÁV tariff; road costs vary,"For most visitors, Budapest-Kelenföld is the simplest public-transport gateway because the official outlet buses stop directly at the centre.",active,6
ros-designer-outlet-car-parking,ros-designer-outlet,car,By Car / Free Parking,≈20-30 min from central Zagreb (estimated),Free parking,"Use Designer Outlet Croatia, Alfreda Nobela 4, Sop, 10361 Sesvete-Kraljevec. The official services page lists free parking and the centre is opposite IKEA in the Rugvica commercial zone.",active,1
